,timestamp,lat,long,effectiveness
0,1420099740000,42.89817721339349,-8.512549330899743,
1,1420099800000,37.359506906116174,-5.937781870292699,
2,1420099920000,41.41448029320292,2.149440755253931,
3,1420099980000,40.40402075520464,-3.680018378324706,
4,1420100280000,41.30869849445278,2.1497674390509007,
5,1420100400000,41.43196825668774,2.106868226924133,
6,1420100520000,40.36319175220613,-3.6308226602272455,
7,1420100640000,37.372663831397496,-6.021478140628633,
8,1420100700000,41.37444721961158,2.1054083206739307,
9,1420100820000,37.36479789422019,-5.930103009061599,
10,1420100940000,41.41407416732954,2.1349873807543664,
11,1420101000000,37.42734346584855,-5.9788937820265655,
12,1420186200000,41.34096448536985,2.0799802926942466,
13,1420186260000,40.4877510798495,-3.712310995733647,
14,1420186380000,37.41611791131643,-6.017024026206204,
15,1420186440000,37.37762645912714,-6.017725452332848,
16,1420186500000,42.85150835928826,-8.536486119802616,
17,1420186560000,42.89019906439338,-8.56478221328932,
18,1420186620000,40.3524754903622,-3.6452878667930766,
19,1420186740000,41.44895765573977,2.071240730014234,
20,1420187100000,40.42685766975144,-3.651771741375472,
21,1420187580000,41.39330548306309,2.0911228728804607,
22,1420187760000,37.37598517430756,-6.006881473520079,
23,1420187820000,42.87659536764178,-8.56189344129538,
24,1420272600000,41.41548009156397,2.0923795009849373,
25,1420272720000,42.89410697085206,-8.538217019438534,
26,1420272780000,41.37677420508745,2.075578954942329,
27,1420272840000,41.45082760549988,2.0648531027459103,
28,1420272900000,40.45219121315427,-3.8017161621413074,
29,1420272960000,40.43955071364966,-3.586333362277456,
30,1420273020000,42.898277695327096,-8.561571466538021,
31,1420273080000,40.47417430684917,-3.819732441253028,
32,1420273140000,37.356706350796,-5.909437562316992,
33,1420273320000,41.373819051862704,2.159922191140458,
34,1420273380000,37.4062741231516,-5.994502825527446,
35,1420273440000,41.41850694034044,2.122100888620558,
36,1420359000000,37.3514069643721,-5.992715434537166,
37,1420359180000,41.31703296671393,2.118018142556176,
38,1420359240000,37.39934386017335,-5.976925872217882,
39,1420359300000,37.409161003432274,-5.959016335123613,
40,1420359420000,41.30579877074135,2.103321246589697,
41,1420359480000,40.41003428464194,-3.61477004349086,
42,1420359600000,40.41160038838133,-3.8213873039267496,
43,1420359660000,42.904274854860944,-8.495028673723324,
44,1420359840000,41.3438538218246,2.1159408169304625,
45,1420359900000,37.40003480706561,-5.9729205304033,
46,1420359960000,40.413640560740255,-3.667941774785094,
47,1420360020000,40.47378743768789,-3.6255241314476927,
48,1420445460000,42.859638571101,-8.526465121320932,
49,1420445520000,42.87691573429071,-8.498732316174548,
50,1420445580000,42.88767062751697,-8.516312410625957,
51,1420445640000,41.33044592959112,2.1035705828704185,
52,1420445700000,41.30440962376317,2.1410314398353405,
53,1420445760000,42.905837555666594,-8.529763923118928,
54,1420445820000,37.39148990970577,-5.965311251065252,
55,1420445880000,40.4417788475,-3.6469146028551913,
56,1420445940000,42.90325667752913,-8.55496714700449,
57,1420446300000,40.386093536463854,-3.5861245391907515,
58,1420446480000,40.38664948883924,-3.797012609782858,
59,1420446540000,41.371621034243695,2.059989403992721,
60,1420531980000,41.350044237223614,2.1216134221117966,
61,1420532040000,40.44184197165311,-3.78834687000162,
62,1420532100000,40.48320377043488,-3.725372465715832,
63,1420532160000,40.43985320924385,-3.788895039826866,
64,1420532220000,41.44928139148213,2.0683334283077097,
65,1420532280000,41.32827661036775,2.168700994537586,
66,1420532460000,42.84752829002886,-8.52178194981249,
67,1420532520000,41.41594148159621,2.131217995707832,
68,1420532580000,41.41007102055825,2.0421164651894936,
69,1420532640000,41.37577451985307,2.071745124271174,
70,1420533840000,40.38818375922906,-3.76654529030887,
71,1420534680000,41.35090454925966,2.0522924148884973,
72,1420618200000,37.385132279941246,-5.915534733920087,
73,1420618260000,37.40190590327773,-6.008467466937453,
74,1420618380000,40.377907121443165,-3.6473600906658814,
75,1420618440000,41.434931954568334,2.1294440946766224,
76,1420618500000,41.304488205268186,2.099761504744804,
77,1420618560000,40.3580373039162,-3.700236306024842,
78,1420618620000,40.493802090924085,-3.5729634880209566,
79,1420618680000,41.32942449816024,2.128794306920779,
80,1420618980000,37.34681738851893,-5.991681430884618,
81,1420619580000,37.42046843704622,-6.023176227968002,
82,1420620120000,40.34835154451595,-3.617258211829937,
83,1420620300000,42.886453499239686,-8.515979412735556,
84,1420704600000,37.37189984629984,-5.996641557785005,
85,1420704660000,41.29849777825505,2.1848762059907343,
86,1420704720000,37.38879829788629,-5.976790613454347,
87,1420704780000,42.905915417579656,-8.507135817168217,
88,1420704840000,37.39073632013652,-5.9739255137956375,
89,1420704900000,41.39589518161338,2.04270026254602,
90,1420704960000,41.411855458232026,2.17749817371151,
91,1420705020000,42.90649611910644,-8.55752744118558,
92,1420705080000,42.84807541336343,-8.570017382737959,
93,1420705140000,40.45789194763652,-3.755500334341797,
